PaperlessBilling,StreamingTV,PaymentMethod,gender,OnlineBackup,TotalCharges,SeniorCitizen,PhoneService,Contract,Dependents,tenure,InternetService,ChargeRatio,OnlineSecurity,TechSupport,StreamingMovies,Partner,DeviceProtection,MultipleLines,MonthlyCharges,customerID,InternetSeniorContract,Churn,Pred_Churn,Pred_Churn_Prod
True,False,Electronic check,Female,False,607.3,0,No,Month-to-month,False,18,DSL,33.73888888888889,False,True,False,False,True,No phone service,35.2,6133-OZILE,DSL0Month-to-month,No,Yes,0.6864383951121628
True,False,Credit card (automatic),Female,False,639.65,0,Yes,Month-to-month,False,9,Fiber optic,71.07222222222222,True,False,False,False,False,No,74.25,4116-TZAQJ,Fiber optic0Month-to-month,Yes,Yes,0.5945170515134697
False,False,Mailed check,Female,True,92.5,0,No,Month-to-month,True,3,DSL,30.833333333333332,False,False,True,True,False,No phone service,40.3,9505-SQFSW,DSL0Month-to-month,No,Yes,0.6849390643881458
True,True,Credit card (automatic),Female,True,1992.55,0,Yes,Month-to-month,False,21,Fiber optic,94.88333333333333,False,False,True,False,False,Yes,99.85,4686-UXDML,Fiber optic0Month-to-month,No,Yes,0.8343519787355345
True,True,Electronic check,Female,True,680.05,0,Yes,Month-to-month,True,8,Fiber optic,85.00625,False,False,False,True,False,No,83.55,5949-XIKAE,Fiber optic0Month-to-month,Yes,Yes,0.8719595423945666
True,True,Electronic check,Male,False,819.4,1,Yes,Month-to-month,False,8,Fiber optic,102.425,False,False,True,False,True,Yes,100.6,4822-RVYBB,Fiber optic1Month-to-month,Yes,Yes,0.9636838446560684
False,False,Mailed check,Female,False,50.55,1,Yes,Month-to-month,False,1,DSL,50.55,False,False,False,False,False,Yes,50.55,9058-CBREO,DSL1Month-to-month,Yes,Yes,0.8985007874321743
True,True,Electronic check,Female,True,6109.75,0,Yes,One year,False,63,Fiber optic,96.98015873015873,False,False,True,True,False,No,96.0,6728-VOIFY,Fiber optic0One year,No,Yes,0.5714857168935208
True,False,Mailed check,Male,True,866.4,0,Yes,Month-to-month,False,11,Fiber optic,78.76363636363637,False,False,False,False,False,No,75.9,5035-BVCXS,Fiber optic0Month-to-month,No,Yes,0.6455357262544473
True,True,Electronic check,Male,False,898.35,1,Yes,Month-to-month,False,10,Fiber optic,89.83500000000001,False,False,True,False,False,Yes,95.35,2660-EMUBI,Fiber optic1Month-to-month,Yes,Yes,0.9032480687928556
False,True,Bank transfer (automatic),Female,False,778.1,0,Yes,Month-to-month,False,8,Fiber optic,97.2625,False,False,True,False,False,Yes,95.65,3585-ISXZP,Fiber optic0Month-to-month,Yes,Yes,0.8815515997012302
True,True,Electronic check,Male,True,3143.65,0,Yes,Month-to-month,False,31,Fiber optic,101.40806451612903,False,False,True,False,True,No,101.4,2603-HVKCG,Fiber optic0Month-to-month,No,Yes,0.7957073986286564
True,True,Electronic check,Male,True,4541.2,1,Yes,Month-to-month,True,46,Fiber optic,98.72173913043478,True,False,False,True,True,Yes,100.7,7641-EUYET,Fiber optic1Month-to-month,Yes,Yes,0.6918144517040717
False,False,Electronic check,Male,False,195.3,0,Yes,Month-to-month,False,4,DSL,48.825,False,False,True,False,False,No,54.3,1260-TTRXI,DSL0Month-to-month,Yes,Yes,0.7389139736713626
True,False,Mailed check,Female,False,886.7,0,Yes,Month-to-month,False,13,Fiber optic,68.20769230769231,False,False,False,False,False,No,70.15,7562-UXTPG,Fiber optic0Month-to-month,No,Yes,0.6060094997259343
True,False,Credit card (automatic),Male,False,84.5,0,Yes,Month-to-month,False,2,DSL,42.25,False,False,False,False,False,No,46.0,7841-TZDMQ,DSL0Month-to-month,Yes,Yes,0.7516614196285307
True,True,Electronic check,Female,False,672.7,1,No,Month-to-month,False,14,DSL,48.050000000000004,False,False,True,False,False,No phone service,46.35,8648-PFRMP,DSL1Month-to-month,No,Yes,0.7990739188788591
True,True,Electronic check,Female,False,669.85,0,No,Month-to-month,False,18,DSL,37.21388888888889,False,False,False,True,True,No phone service,39.05,5087-SUURX,DSL0Month-to-month,Yes,Yes,0.7146519689621245
True,True,Credit card (automatic),Female,True,1426.4,0,Yes,Month-to-month,False,15,Fiber optic,95.09333333333333,True,False,True,False,False,No,99.1,9420-LOJKX,Fiber optic0Month-to-month,Yes,Yes,0.709713234308549
True,False,Electronic check,Male,True,688.65,1,Yes,Month-to-month,False,10,Fiber optic,68.865,False,False,False,False,False,No,72.85,1907-UBQFC,Fiber optic1Month-to-month,Yes,Yes,0.7557344551609343
True,False,Mailed check,Female,False,45.4,0,Yes,Month-to-month,False,1,DSL,45.4,False,False,False,False,False,No,45.4,2275-RBYQS,DSL0Month-to-month,No,Yes,0.7011466701927884
False,True,Bank transfer (automatic),Female,False,3452.55,1,Yes,Month-to-month,False,35,Fiber optic,98.64428571428572,False,False,True,True,True,Yes,102.05,4238-JSSWH,Fiber optic1Month-to-month,No,Yes,0.5702379550472474
True,True,Electronic check,Male,False,90.55,0,Yes,Month-to-month,False,1,Fiber optic,90.55,False,False,True,False,False,No,90.55,7274-RTAPZ,Fiber optic0Month-to-month,Yes,Yes,0.9514872697078431
False,True,Electronic check,Male,False,184.15,0,Yes,Month-to-month,True,2,Fiber optic,92.075,True,False,True,True,False,No,97.1,6645-MXQJT,Fiber optic0Month-to-month,No,Yes,0.8975280812096265
True,True,Electronic check,Female,True,3204.4,1,Yes,Month-to-month,False,28,Fiber optic,114.44285714285715,False,True,True,True,True,Yes,110.85,6030-REHUX,Fiber optic1Month-to-month,No,Yes,0.7478953924027602
False,False,Bank transfer (automatic),Female,False,3532.25,0,Yes,Month-to-month,False,40,Fiber optic,88.30625,False,False,True,False,False,Yes,83.85,9812-GHVRI,Fiber optic0Month-to-month,No,Yes,0.6165455275485359
True,False,Electronic check,Female,False,483.7,0,Yes,Month-to-month,False,11,DSL,43.97272727272727,False,False,False,True,False,No,44.05,4566-QVRRW,DSL0Month-to-month,Yes,Yes,0.5089913945546367
True,False,Electronic check,Female,False,69.6,0,Yes,Month-to-month,False,1,Fiber optic,69.6,False,False,False,False,False,No,69.6,7665-TOALD,Fiber optic0Month-to-month,Yes,Yes,0.9023319630431512
True,True,Mailed check,Female,False,53.55,0,Yes,Month-to-month,False,1,DSL,53.55,False,False,False,False,False,No,53.55,4929-BSTRX,DSL0Month-to-month,Yes,Yes,0.7798458273745644
False,False,Credit card (automatic),Male,False,1389.2,1,Yes,Month-to-month,False,20,Fiber optic,69.46000000000001,False,False,False,False,False,No,71.3,6927-WTFIV,Fiber optic1Month-to-month,Yes,Yes,0.5428165925175519
False,False,Bank transfer (automatic),Female,False,73.5,0,Yes,Month-to-month,False,1,Fiber optic,73.5,False,False,False,False,True,No,73.5,9747-DDZOS,Fiber optic0Month-to-month,Yes,Yes,0.8715230415312603
False,False,Mailed check,Male,False,44.4,0,Yes,Month-to-month,False,1,DSL,44.4,False,False,False,False,False,No,44.4,6982-SSHFK,DSL0Month-to-month,Yes,Yes,0.6036234875552832
True,True,Bank transfer (automatic),Male,False,185.55,0,Yes,Month-to-month,True,2,Fiber optic,92.775,False,False,True,True,False,No,89.55,2074-GKOWZ,Fiber optic0Month-to-month,Yes,Yes,0.9382940956495108
False,True,Electronic check,Male,False,3418.2,0,Yes,Month-to-month,False,35,Fiber optic,97.66285714285713,False,True,False,False,True,Yes,95.5,5302-BDJNT,Fiber optic0Month-to-month,No,Yes,0.5282227674436263
True,True,Electronic check,Male,False,1233.65,1,Yes,Month-to-month,False,13,Fiber optic,94.89615384615385,False,False,True,True,False,Yes,95.25,9061-TIHDA,Fiber optic1Month-to-month,Yes,Yes,0.9145636107221468
True,False,Electronic check,Female,False,70.25,0,Yes,Month-to-month,False,1,Fiber optic,70.25,False,False,False,False,False,No,70.25,1640-PLFMP,Fiber optic0Month-to-month,No,Yes,0.9042843394106164
False,False,Mailed check,Male,False,51.25,0,Yes,Month-to-month,False,1,DSL,51.25,True,False,False,False,False,No,51.25,8695-WDYEA,DSL0Month-to-month,No,Yes,0.5913061310723065
True,True,Mailed check,Male,False,2031.95,0,Yes,Month-to-month,False,20,Fiber optic,101.5975,False,True,True,False,False,Yes,98.55,3211-AAPKX,Fiber optic0Month-to-month,No,Yes,0.6769699045142186
False,True,Electronic check,Female,False,2862.75,1,Yes,Month-to-month,False,29,Fiber optic,98.71551724137932,False,True,True,False,False,Yes,98.65,4902-OHLSK,Fiber optic1Month-to-month,Yes,Yes,0.728607431562351
False,True,Credit card (automatic),Female,False,923.5,0,Yes,Month-to-month,False,9,Fiber optic,102.61111111111111,False,False,True,False,True,Yes,98.3,9734-YWGEX,Fiber optic0Month-to-month,Yes,Yes,0.86942102629614
False,False,Electronic check,Female,False,147.15,0,Yes,Month-to-month,True,2,Fiber optic,73.575,False,False,False,True,False,No,70.4,4629-NRXKX,Fiber optic0Month-to-month,Yes,Yes,0.8732524841944168
True,True,Mailed check,Female,False,547.65,0,Yes,Month-to-month,False,6,Fiber optic,91.27499999999999,False,True,True,False,True,No,99.95,3440-JPSCL,Fiber optic0Month-to-month,Yes,Yes,0.8169774574544726
True,False,Electronic check,Male,False,2642.05,1,Yes,Month-to-month,False,32,Fiber optic,82.5640625,False,False,True,True,False,Yes,85.0,9606-PBKBQ,Fiber optic1Month-to-month,Yes,Yes,0.8251896037189285
True,False,Bank transfer (automatic),Male,False,305.55,0,Yes,Month-to-month,False,4,Fiber optic,76.3875,False,False,False,False,False,Yes,72.2,8111-RKSPX,Fiber optic0Month-to-month,Yes,Yes,0.8660541893837155
True,False,Electronic check,Female,False,2244.95,0,Yes,Month-to-month,False,28,Fiber optic,80.17678571428571,False,False,True,False,False,No,80.6,3956-MGXOG,Fiber optic0Month-to-month,No,Yes,0.7067051507033422
False,True,Electronic check,Female,False,857.25,0,Yes,Month-to-month,False,9,Fiber optic,95.25,False,False,True,False,False,Yes,94.4,5698-BQJOH,Fiber optic0Month-to-month,Yes,Yes,0.8905067033787839
False,False,Electronic check,Female,False,888.65,0,Yes,Month-to-month,False,11,Fiber optic,80.78636363636363,False,False,False,False,False,Yes,75.25,5879-SESNB,Fiber optic0Month-to-month,No,Yes,0.7662272227207827
False,False,Electronic check,Male,False,19.45,0,Yes,Month-to-month,False,1,No,19.45,False,False,False,False,False,No,19.45,7617-EYGLW,No0Month-to-month,No,Yes,0.6774855971435689
True,False,Mailed check,Male,False,156.4,1,Yes,Month-to-month,False,2,Fiber optic,78.2,False,False,False,False,False,Yes,74.85,7235-NXZCP,Fiber optic1Month-to-month,Yes,Yes,0.9323417272392519
True,True,Electronic check,Female,False,144.15,0,Yes,Month-to-month,False,2,Fiber optic,72.075,False,False,False,False,False,No,80.65,7760-OYPDY,Fiber optic0Month-to-month,Yes,Yes,0.9380253865495759
True,False,Bank transfer (automatic),Female,True,3969.35,1,Yes,Month-to-month,False,47,Fiber optic,84.45425531914893,False,False,False,False,True,Yes,85.2,7248-VZQLC,Fiber optic1Month-to-month,Yes,Yes,0.754078260603422
False,False,Mailed check,Male,False,20.25,0,Yes,Month-to-month,False,1,No,20.25,False,False,False,False,False,No,20.25,4211-MMAZN,No0Month-to-month,Yes,Yes,0.5565021324255308
True,True,Electronic check,Female,False,3554.6,1,Yes,Month-to-month,False,35,Fiber optic,101.56,True,False,True,False,False,Yes,99.05,3588-WSTTJ,Fiber optic1Month-to-month,No,Yes,0.8224867929788503
False,False,Bank transfer (automatic),Female,True,1195.75,0,Yes,Month-to-month,True,16,Fiber optic,74.734375,False,False,False,True,False,No,73.25,7916-VCCPB,Fiber optic0Month-to-month,No,Yes,0.6262313469222285
True,True,Electronic check,Male,True,5610.25,0,Yes,One year,False,60,Fiber optic,93.50416666666666,False,False,True,True,False,No,94.4,6270-OMFIW,Fiber optic0One year,Yes,Yes,0.5814664090188417
True,True,Bank transfer (automatic),Male,False,2030.3,1,Yes,Month-to-month,False,21,Fiber optic,96.68095238095238,False,False,True,False,True,No,96.8,9961-JBNMK,Fiber optic1Month-to-month,Yes,Yes,0.8129917949519614
True,False,Electronic check,Female,False,270.8,0,Yes,Month-to-month,False,6,DSL,45.13333333333333,False,True,False,True,False,No,49.15,3144-AUDBS,DSL0Month-to-month,Yes,Yes,0.7289079836938052
True,True,Electronic check,Male,False,89.9,0,Yes,Month-to-month,False,1,Fiber optic,89.9,False,False,True,False,False,No,89.9,3027-ZTDHO,Fiber optic0Month-to-month,Yes,Yes,0.9514856338507935
True,True,Electronic check,Male,False,1060.6,0,Yes,Month-to-month,False,13,Fiber optic,81.58461538461538,False,False,False,False,True,No,83.2,0689-NKYLF,Fiber optic0Month-to-month,Yes,Yes,0.7999552986633582
True,False,Electronic check,Female,False,149.05,0,No,Month-to-month,True,7,DSL,21.292857142857144,False,False,False,True,False,No phone service,24.7,5215-LNLDJ,DSL0Month-to-month,No,Yes,0.6939418351774214
True,False,Credit card (automatic),Male,False,2483.05,1,Yes,Month-to-month,False,32,Fiber optic,77.5953125,False,False,True,True,False,No,80.3,5389-FFVKB,Fiber optic1Month-to-month,Yes,Yes,0.6827778046401899
False,True,Credit card (automatic),Female,False,227.35,0,Yes,Month-to-month,False,4,DSL,56.8375,False,False,False,False,False,No,55.5,3446-QDSZF,DSL0Month-to-month,No,Yes,0.6380037349053039
True,False,Electronic check,Male,False,678.45,1,Yes,Month-to-month,False,9,Fiber optic,75.38333333333334,False,False,False,False,False,Yes,74.05,6860-YRJZP,Fiber optic1Month-to-month,No,Yes,0.920119516223205
True,False,Electronic check,Female,False,434.5,0,Yes,Month-to-month,False,6,Fiber optic,72.41666666666667,True,False,False,False,False,Yes,79.05,6400-BWQKW,Fiber optic0Month-to-month,Yes,Yes,0.7956462499169055
True,True,Mailed check,Female,False,273.75,1,Yes,Month-to-month,True,3,Fiber optic,91.25,True,True,False,True,False,No,88.3,4184-TJFAN,Fiber optic1Month-to-month,Yes,Yes,0.7545681919909712
True,True,Electronic check,Male,True,2291.2,1,Yes,Month-to-month,False,25,Fiber optic,91.648,False,False,False,False,False,Yes,88.95,6595-YGXIT,Fiber optic1Month-to-month,Yes,Yes,0.8198499712562557
True,False,Mailed check,Male,False,467.55,1,Yes,Month-to-month,False,7,Fiber optic,66.79285714285714,False,False,False,True,False,No,70.1,5931-FLJJF,Fiber optic1Month-to-month,Yes,Yes,0.7849094084695583
True,False,Electronic check,Female,False,246.3,0,Yes,Month-to-month,False,3,Fiber optic,82.10000000000001,False,False,False,False,False,Yes,75.8,4581-SSPWD,Fiber optic0Month-to-month,Yes,Yes,0.9159616885551645
False,False,Mailed check,Female,False,155.8,0,Yes,Month-to-month,False,2,Fiber optic,77.9,False,False,False,False,True,Yes,80.6,2868-SNELZ,Fiber optic0Month-to-month,Yes,Yes,0.8497732344475586
False,False,Bank transfer (automatic),Male,False,94.15,1,Yes,Month-to-month,False,5,No,18.830000000000002,False,False,False,False,False,No,20.05,4785-NKHCX,No1Month-to-month,No,Yes,0.5199395761202789
True,False,Electronic check,Male,False,950.2,1,Yes,Month-to-month,False,12,Fiber optic,79.18333333333334,False,False,True,True,False,No,80.45,9391-EOYLI,Fiber optic1Month-to-month,Yes,Yes,0.8660385468250887
True,False,Electronic check,Male,False,35.55,0,No,Month-to-month,False,1,DSL,35.55,False,False,True,False,False,No phone service,35.55,0841-NULXI,DSL0Month-to-month,Yes,Yes,0.8674167952938603
False,False,Bank transfer (automatic),Male,False,1329.2,1,Yes,Month-to-month,False,17,Fiber optic,78.18823529411765,False,False,True,True,False,No,81.5,7395-IGJOS,Fiber optic1Month-to-month,Yes,Yes,0.6845643316862492
False,False,Electronic check,Male,False,54.35,0,Yes,Month-to-month,False,1,DSL,54.35,False,False,False,False,True,Yes,54.35,4349-GFQHK,DSL0Month-to-month,Yes,Yes,0.8417851113533085
True,False,Bank transfer (automatic),Male,True,335.65,0,Yes,Month-to-month,False,6,DSL,55.94166666666666,True,False,False,False,False,No,55.7,2676-OXPPQ,DSL0Month-to-month,No,Yes,0.5084370110975798
True,True,Electronic check,Male,False,813.85,0,Yes,Month-to-month,False,10,Fiber optic,81.385,False,False,False,True,False,Yes,85.6,7249-WBIYX,Fiber optic0Month-to-month,Yes,Yes,0.8552869391500115
True,True,Electronic check,Female,True,6396.45,0,Yes,Month-to-month,False,60,Fiber optic,106.6075,False,False,True,False,True,Yes,105.9,7752-XUSCI,Fiber optic0Month-to-month,Yes,Yes,0.6385773093890503
True,True,Electronic check,Male,True,669.0,0,Yes,Month-to-month,False,7,Fiber optic,95.57142857142857,False,False,True,False,False,No,94.25,2645-QTLMB,Fiber optic0Month-to-month,Yes,Yes,0.9064933867818705
True,True,Electronic check,Female,False,816.8,1,Yes,Month-to-month,False,9,Fiber optic,90.75555555555555,False,False,False,False,True,Yes,90.1,6969-MVBAI,Fiber optic1Month-to-month,No,Yes,0.9089697040529058
True,True,Electronic check,Male,False,4564.9,1,Yes,Month-to-month,False,46,Fiber optic,99.23695652173912,False,False,True,True,True,Yes,98.85,1751-NCDLI,Fiber optic1Month-to-month,No,Yes,0.9018953026989222
True,True,Electronic check,Female,False,1073.3,0,No,Month-to-month,False,22,DSL,48.78636363636363,False,False,True,False,True,No phone service,50.6,2582-FFFZR,DSL0Month-to-month,No,Yes,0.7387215730565975
True,True,Electronic check,Male,False,370.65,0,Yes,Month-to-month,False,4,Fiber optic,92.6625,False,False,True,False,False,No,88.45,7228-OMTPN,Fiber optic0Month-to-month,Yes,Yes,0.9367709394784809
True,True,Electronic check,Male,False,3645.6,1,Yes,Month-to-month,False,43,Fiber optic,84.78139534883721,False,False,False,False,False,Yes,84.85,5019-GQVCR,Fiber optic1Month-to-month,No,Yes,0.8103721894825833
True,True,Electronic check,Female,True,3121.1,1,Yes,Month-to-month,False,30,Fiber optic,104.03666666666666,False,False,True,False,True,Yes,104.1,2107-FBPTK,Fiber optic1Month-to-month,No,Yes,0.8161987832486054
False,True,Bank transfer (automatic),Female,False,350.3,0,Yes,Month-to-month,False,5,DSL,70.06,False,True,False,True,True,Yes,67.95,2100-BDNSN,DSL0Month-to-month,Yes,Yes,0.657408858012477
False,False,Mailed check,Female,False,45.1,1,Yes,Month-to-month,False,1,DSL,45.1,False,False,False,False,False,No,45.1,4193-ORFCL,DSL1Month-to-month,Yes,Yes,0.8795611842392534
False,False,Electronic check,Male,False,69.95,0,Yes,Month-to-month,False,1,Fiber optic,69.95,False,False,False,False,False,No,69.95,7153-OANIO,Fiber optic0Month-to-month,Yes,Yes,0.8760469090767045
False,True,Credit card (automatic),Female,False,108.95,0,No,Month-to-month,False,3,DSL,36.31666666666667,False,False,False,False,False,No phone service,35.2,5759-RCVCB,DSL0Month-to-month,Yes,Yes,0.740759484096699
True,True,Bank transfer (automatic),Male,True,7689.95,1,Yes,Two year,False,72,Fiber optic,106.80486111111111,False,False,True,True,True,Yes,104.15,0917-EZOLA,Fiber optic1Two year,Yes,Yes,0.5665492707629052
False,False,Mailed check,Female,False,25.2,0,No,Month-to-month,False,1,DSL,25.2,False,False,False,False,False,No phone service,25.2,8260-NGFNY,DSL0Month-to-month,Yes,Yes,0.6863924843800185
True,False,Mailed check,Male,True,219.0,0,No,Month-to-month,False,5,DSL,43.8,True,True,False,False,True,No phone service,43.25,8740-XLHDR,DSL0Month-to-month,Yes,Yes,0.673251697024227
True,True,Electronic check,Male,False,2122.45,0,Yes,Month-to-month,False,24,Fiber optic,88.43541666666665,False,True,True,False,False,No,96.0,6365-MTGZX,Fiber optic0Month-to-month,Yes,Yes,0.643513833526835
True,False,Electronic check,Female,True,999.9,0,Yes,Month-to-month,False,11,Fiber optic,90.89999999999999,False,True,True,False,True,No,94.2,9093-FPDLG,Fiber optic0Month-to-month,No,Yes,0.660033368182067
True,False,Electronic check,Female,False,195.05,1,Yes,Month-to-month,False,2,Fiber optic,97.525,False,False,True,False,False,No,79.6,4713-LZDRV,Fiber optic1Month-to-month,Yes,Yes,0.972600100863847
True,False,Electronic check,Male,False,44.8,0,Yes,Month-to-month,False,1,DSL,44.8,False,False,False,False,False,No,44.8,8705-WZCYL,DSL0Month-to-month,No,Yes,0.7861137417707019
True,True,Electronic check,Female,False,729.95,1,Yes,Month-to-month,False,8,Fiber optic,91.24375,False,False,True,False,True,No,92.1,4145-UQXUQ,Fiber optic1Month-to-month,Yes,Yes,0.895866163949209
True,True,Bank transfer (automatic),Female,False,4599.15,1,Yes,One year,False,42,Fiber optic,109.50357142857142,True,False,True,True,True,Yes,105.2,7789-HKSBS,Fiber optic1One year,No,Yes,0.5284108720752442
True,True,Electronic check,Male,False,759.55,0,Yes,Month-to-month,True,8,Fiber optic,94.94375,False,False,True,True,True,No,94.75,5168-MSWXT,Fiber optic0Month-to-month,No,Yes,0.8973304244225264
False,True,Bank transfer (automatic),Female,True,6137.0,0,Yes,One year,False,63,Fiber optic,97.41269841269842,False,False,True,False,False,Yes,99.9,2748-MYRVK,Fiber optic0One year,Yes,Yes,0.6119077323915263
False,True,Electronic check,Male,False,1173.55,0,Yes,Month-to-month,False,12,Fiber optic,97.79583333333333,False,False,True,False,False,Yes,94.55,3338-CVVEH,Fiber optic0Month-to-month,No,Yes,0.8584486191732575
True,False,Electronic check,Female,False,85.0,1,Yes,Month-to-month,False,1,Fiber optic,85.0,False,False,True,False,True,No,85.0,6230-BSUXY,Fiber optic1Month-to-month,Yes,Yes,0.9301461554805799
False,False,Bank transfer (automatic),Male,False,75.6,0,No,Month-to-month,False,2,DSL,37.8,False,True,False,False,False,No phone service,29.85,1142-WACZW,DSL0Month-to-month,Yes,Yes,0.6795136827692363
True,True,Electronic check,Female,False,347.65,1,Yes,Month-to-month,False,4,Fiber optic,86.9125,True,False,True,True,False,Yes,99.6,2265-CYWIV,Fiber optic1Month-to-month,Yes,Yes,0.8908101780529192
True,False,Electronic check,Female,True,1359.45,1,Yes,Month-to-month,False,18,Fiber optic,75.525,False,False,False,False,False,No,73.55,0650-BWOZN,Fiber optic1Month-to-month,No,Yes,0.7691754560563022
False,False,Mailed check,Male,False,50.6,0,Yes,Month-to-month,True,1,DSL,50.6,True,False,False,False,False,No,50.6,2947-DOMLJ,DSL0Month-to-month,Yes,Yes,0.5801685609195274
True,True,Electronic check,Female,False,239.45,0,Yes,Month-to-month,True,3,Fiber optic,79.81666666666666,False,False,False,True,False,No,80.7,3191-CSNMG,Fiber optic0Month-to-month,No,Yes,0.9309439988683852
True,False,Electronic check,Male,True,3365.85,0,Yes,Month-to-month,False,43,Fiber optic,78.27558139534884,False,False,False,False,False,Yes,77.85,0475-RIJEP,Fiber optic0Month-to-month,Yes,Yes,0.6823810396584716
True,True,Bank transfer (automatic),Male,False,5118.95,0,Yes,Month-to-month,True,47,Fiber optic,108.91382978723404,False,True,True,True,True,Yes,107.35,4566-GOLUK,Fiber optic0Month-to-month,Yes,Yes,0.5533273199026523
True,True,Electronic check,Female,False,5068.05,1,Yes,Month-to-month,True,48,Fiber optic,105.58437500000001,True,True,True,True,True,No,104.5,8552-OBVRU,Fiber optic1Month-to-month,No,Yes,0.6724424946499411
False,False,Electronic check,Female,False,272.2,0,Yes,Month-to-month,False,3,Fiber optic,90.73333333333333,False,True,True,False,False,No,85.8,0378-TOVMS,Fiber optic0Month-to-month,Yes,Yes,0.8295074841180446
True,False,Electronic check,Male,False,80.8,0,Yes,Month-to-month,False,1,Fiber optic,80.8,False,False,True,False,False,No,80.8,6457-USBER,Fiber optic0Month-to-month,Yes,Yes,0.9304457135363162
True,True,Electronic check,Male,True,2550.9,1,No,Month-to-month,False,52,DSL,49.05576923076923,False,False,True,False,False,No phone service,49.15,0823-HSCDJ,DSL1Month-to-month,Yes,Yes,0.7751727484628824
True,True,Electronic check,Male,False,1691.9,0,Yes,Month-to-month,False,18,Fiber optic,93.99444444444445,False,False,True,True,False,Yes,94.75,3096-GKWEB,Fiber optic0Month-to-month,No,Yes,0.8612473694570417
True,False,Electronic check,Male,False,231.8,1,Yes,Month-to-month,False,3,Fiber optic,77.26666666666667,False,False,False,False,False,Yes,76.05,7576-OYWBN,Fiber optic1Month-to-month,Yes,Yes,0.9571587748490492
False,True,Bank transfer (automatic),Female,False,1704.95,0,Yes,One year,True,17,Fiber optic,100.29117647058824,False,True,True,True,True,No,98.6,9254-RBFON,Fiber optic0One year,Yes,Yes,0.5112474305237648
True,True,Electronic check,Female,False,174.8,0,Yes,Month-to-month,False,2,Fiber optic,87.4,False,False,True,False,False,Yes,96.0,3158-MOERK,Fiber optic0Month-to-month,Yes,Yes,0.9558318743512899
True,False,Electronic check,Female,True,710.05,0,No,Month-to-month,False,19,DSL,37.37105263157895,False,False,True,False,False,No phone service,39.7,3665-JATSN,DSL0Month-to-month,No,Yes,0.5474355957761288
True,True,Bank transfer (automatic),Female,True,3688.6,0,Yes,Month-to-month,True,34,Fiber optic,108.48823529411764,True,False,True,False,True,No,105.35,2133-TSRRM,Fiber optic0Month-to-month,No,Yes,0.574473459098938
True,False,Electronic check,Female,False,3444.85,1,Yes,Month-to-month,False,50,Fiber optic,68.89699999999999,False,False,False,True,False,No,71.05,3923-CSIHK,Fiber optic1Month-to-month,Yes,Yes,0.7289819299388148
True,True,Credit card (automatic),Female,False,2621.75,0,Yes,Month-to-month,True,29,Fiber optic,90.40517241379311,False,False,True,True,False,No,87.8,5294-DMSFH,Fiber optic0Month-to-month,No,Yes,0.6999353692930526
True,False,Electronic check,Male,False,181.1,0,Yes,Month-to-month,False,2,Fiber optic,90.55,False,False,True,False,False,No,80.2,8086-OVPWV,Fiber optic0Month-to-month,Yes,Yes,0.9391532795354655
False,True,Electronic check,Male,False,4016.75,0,Yes,One year,True,42,Fiber optic,95.63690476190476,True,False,True,True,False,Yes,97.1,9833-TGFHX,Fiber optic0One year,No,Yes,0.5944593995210327
True,False,Mailed check,Male,False,49.65,0,Yes,Month-to-month,False,1,DSL,49.65,False,False,False,False,True,No,49.65,1660-HSOOQ,DSL0Month-to-month,Yes,Yes,0.7875431090439776
True,False,Electronic check,Female,True,74.7,0,Yes,Month-to-month,False,1,Fiber optic,74.7,False,False,False,False,False,No,74.7,3765-JXVKY,Fiber optic0Month-to-month,Yes,Yes,0.9166511727122493
False,True,Electronic check,Female,False,1951.0,1,Yes,Month-to-month,False,20,Fiber optic,97.55,False,False,False,True,True,Yes,90.8,1891-UAWWU,Fiber optic1Month-to-month,Yes,Yes,0.870274913522928
True,False,Electronic check,Female,False,69.55,1,Yes,Month-to-month,False,1,Fiber optic,69.55,False,False,False,True,False,No,69.55,2506-TNFCO,Fiber optic1Month-to-month,Yes,Yes,0.9144758949069833
True,True,Mailed check,Female,False,1129.1,0,Yes,Month-to-month,False,14,Fiber optic,80.64999999999999,False,False,True,False,False,No,89.8,2114-MGINA,Fiber optic0Month-to-month,Yes,Yes,0.7084927178510482
True,False,Electronic check,Male,False,2088.8,0,Yes,Month-to-month,False,26,Fiber optic,80.33846153846154,False,True,False,False,False,Yes,80.5,5998-VVEJY,Fiber optic0Month-to-month,Yes,Yes,0.5540262662221139
True,True,Electronic check,Male,True,7491.75,1,Yes,One year,False,66,Fiber optic,113.51136363636364,False,True,True,True,True,Yes,110.85,9835-ZIITK,Fiber optic1One year,Yes,Yes,0.6315551561021056
True,False,Credit card (automatic),Female,False,548.9,0,Yes,Month-to-month,False,8,Fiber optic,68.6125,False,False,False,False,False,Yes,74.6,5405-ZMYXQ,Fiber optic0Month-to-month,No,Yes,0.791005694024445
True,False,Electronic check,Female,False,2287.25,1,Yes,Month-to-month,False,27,Fiber optic,84.71296296296296,False,False,True,False,False,Yes,85.25,8063-GBATB,Fiber optic1Month-to-month,Yes,Yes,0.8696787143211054
True,False,Bank transfer (automatic),Male,True,3344.1,1,Yes,Month-to-month,False,42,Fiber optic,79.62142857142857,False,False,False,False,False,Yes,79.35,1307-TVUFB,Fiber optic1Month-to-month,No,Yes,0.742769583415038
